PERSON_ID,PERSON_TYPE,CRASH_RECORD_ID,CRASH_DATE_x,SEX,AGE,SAFETY_EQUIPMENT,PEDPEDAL_ACTION,PEDPEDAL_LOCATION,BAC_RESULT,CRASH_DATE_EST_I,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,CRASH_TYPE,STREET_NAME,LATITUDE,LONGITUDE,LOCATION
O1491882,BICYCLE,b9276d4cbf5cc9264784384f39994372ca50ba0aa4ab865780214065495bbc4017706a28335e920191dbea0001ec837736c4f9212ca2eb232b7d17da47a8224f,12/31/2022 10:00:00 PM,M,35.0,HELMET NOT USED,WITH TRAFFIC,BIKE LANE,TEST NOT OFFERED,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,HALSTED ST,41.9489661967,-87.6496833304,POINT (-87.649683330434 41.948966196714)
O1491453,BICYCLE,edc77d243ab70a525f3023a8c407b672e1e62fd2b1b9428db5ad31566fe6efa7e96b883476d80aa7775c86ce5ccd668bc2f7be6cd2ad220259786a5995e4df9e,12/31/2022 09:02:00 PM,M,23.0,HELMET NOT USED,CROSSING - NO CONTROLS (AT INTERSECTION),IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,SOUTHPORT AVE,41.9561387407,-87.6644077836,POINT (-87.664407783629 41.956138740705)
O1491461,NON-MOTOR VEHICLE,099e4ad39a28d063fd912adab9a6bd3793e2c96e7c788a642d58a543305a7af61728128054868b36fd01f1586620397619ec723c31dd7973f80d7a006a4bf7e5,12/31/2022 03:55:00 PM,,,USAGE UNKNOWN,,,TEST NOT OFFERED,Y,30,CLEAR,DAYLIGHT,OTHER OBJECT,UNKNOWN INTERSECTION TYPE,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,87TH ST,41.7358979855,-87.6431762512,POINT (-87.643176251179 41.735897985492)
O1491894,BICYCLE,e212a88524adc4a370b6e39673490522560659ba575ff9e41be67cfa8edd5f0cb71e384d95b1405434b0fbb4f00c58a8fd91e91fa18a285c0c180c040a655684,12/31/2022 12:42:00 PM,M,79.0,HELMET NOT USED,CROSSING - WITH SIGNAL,IN CROSSWALK,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,KEDZIE AVE,41.8009634781,-87.7036228091,POINT (-87.703622809117 41.800963478135)
O1491193,BICYCLE,8e38a8b59a499b1f96104acb257ce8c749d64db91f74b4e335856f2f99b6fe6bd4a96346f5ed95a5eab2a9548ce18e8c7366d04a071e210858bd917f88f59f7f,12/31/2022 10:50:00 AM,F,34.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - WITH SIGNAL,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,DAMEN AVE,41.8549113191,-87.6757725659,POINT (-87.675772565874 41.854911319104)
O1491074,BICYCLE,a3c8a19eab9b4d958c12394e462dfb2161dcc58df9f136f60f50766a1e361e9d0d304cf299a86e0e3761f224ecc57b91a168d097b56ef401da38542f603e52ff,12/31/2022 06:45:00 AM,M,51.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAWN,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,GRAND AVE,41.9076847876,-87.7299261443,POINT (-87.729926144309 41.907684787642)
O1490884,BICYCLE,162fb3516e9a13c7e7634713abfcb534db1f8062b8382f1faccc4ca88e59a800fccb0c7ab4b86795db7967f23a3d4e20504e628ebba3972bd6316806803c5f58,12/30/2022 08:00:00 PM,F,,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DARKNESS,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,CLARK ST,41.9767814711,-87.6682546305,POINT (-87.668254630512 41.976781471075)
O1490820,BICYCLE,0e6f1f52ebbe6021dab8890433002c0d44481dd51e9c0f5b2d40dba04959da76f821a7ab8708f34f1a0b50fcc81bd9f4d8fd8b70a65c87caad37658dba45f19b,12/30/2022 05:00:00 PM,M,36.0,HELMET NOT USED,WITH TRAFFIC,BIKEWAY,TEST NOT OFFERED,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,BELMONT AVE,41.9390528708,-87.7384092392,POINT (-87.73840923916 41.939052870842)
O1490458,BICYCLE,0dac570633985c160be034c3a9e9e14a528859d28f3f10b3d7496e1842dfec6b43cbeb236e2859ed441b604f792563dad6773db1db7c7d2aa4c23a0cf21eba5d,12/30/2022 05:42:00 AM,M,59.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAWN,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,BROADWAY,41.987362026,-87.6600369911,POINT (-87.660036991142 41.987362025988)
O1490327,BICYCLE,ad639530dbe98a05ec7ac76628811ce6150a88d478b4858532dd951fc6bb52025e3d6ddcd4ac1a73c69d13deb788105da13add0cc036b6bb8876ff2f4f73c1df,12/29/2022 08:38:00 PM,M,20.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - WITH SIGNAL,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,CICERO AVE,41.9139463567,-87.7461382531,POINT (-87.746138253093 41.913946356732)
O1489880,NON-MOTOR VEHICLE,d92c1d60c4ef01580de0c37d4ecf30fc07fe915508e5d4caedf522bb8e2c3031d948062cb65216a26afc7b61da3662058cc83f5ec158db5cd12f54d4caa26753,12/29/2022 09:00:00 AM,F,63.0,USAGE UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,TEST NOT OFFERED,Y,15,CLOUDY/OVERCAST,DAYLIGHT,FIXED OBJECT,ALLEY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,68TH ST,41.7695894268,-87.7130436755,POINT (-87.713043675454 41.769589426794)
O1489849,NON-MOTOR VEHICLE,e2132429585e1d7e9cf69ecf6dfbabad1495253e2bd26cb772f6c9fecba7e95e72c0df445512007d6da08950b76dac50169b7d9b454024fcc38a9dc127782bda,12/25/2022 01:37:00 AM,F,46.0,NONE PRESENT,,,TEST NOT OFFERED,,30,SNOW,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO INJURY / DRIVE AWAY,ABERDEEN ST,41.7130089161,-87.6504358765,POINT (-87.650435876505 41.713008916051)
O1487506,BICYCLE,b5f780e73b62b4859dee49e1bed618d8844d9ec6180e41ebb9267fef87c664f10dc5c616ef586f83344e67248686e0714e506566cfb6f4e04c59a5b9e91d0648,12/24/2022 04:46:00 PM,M,38.0,HELMET NOT USED,UNKNOWN/NA,IN ROADWAY,TEST NOT OFFERED,,30,SNOW,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,SNOW OR SLUSH,INJURY AND / OR TOW DUE TO CRASH,HOWARD ST,42.0193242349,-87.6785996429,POINT (-87.678599642913 42.01932423495)
O1486614,NON-MOTOR VEHICLE,605c714fdee86aa50e5aab02c89774fe86a1d86125c5802756eff30766015ab812f83b3363673c445585193b816c9c58b8fab888c988c1de72f36657b37e5eb4,12/23/2022 12:45:00 AM,M,,NONE PRESENT,,,TEST NOT OFFERED,,30,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,SNOW OR SLUSH,INJURY AND / OR TOW DUE TO CRASH,LAKE ST,41.885736292,-87.7325395159,POINT (-87.732539515935 41.885736292008)
O1485854,BICYCLE,76cffbca5a096a48cec7466a26c1aa73471968b90ea7f2689602d2cf3029c274b1032e151db34f165ca91e68213de8c2da6a09d6c4228bb9a46e0e32b40308b8,12/21/2022 06:20:00 PM,F,54.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DUSK,OTHER NONCOLLISION,Y-INTERSECTION,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,DAMEN AVE,41.9090863216,-87.6772793765,POINT (-87.677279376453 41.909086321633)
O1485833,BICYCLE,f0fdb62389d7777282c36b3a3394fee93164e2a0573ab88617901ca4684a09a2127235f75ef9180b45d744a6efa4932be9a57866e22521024968f7a27615f4b3,12/21/2022 06:10:00 PM,M,60.0,HELMET NOT USED,CROSSING - WITH SIGNAL,IN CROSSWALK,TEST NOT OFFERED,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,IRVING PARK RD,41.9535100011,-87.7302621207,POINT (-87.730262120716 41.953510001139)
O1485090,BICYCLE,4a1cfe03b7a50416d7a66b54f26095f646283bae9d39db29fe2ee0732483f8c5fa4af37954952b64dd8c793744ea50e62f520cb6e076c280c60b2e199e2190b6,12/20/2022 04:56:00 PM,M,34.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,CHICAGO AVE,41.896096602,-87.6724499135,POINT (-87.672449913538 41.89609660204)
O1486630,BICYCLE,d7b466add96abfbae0c519ecb710f451e8a8ed9c8fa20dd0b839588c7e34eb360b0a0fd1abce6c411191dbe3ed9b7b816aacd0670225a7691b2126bed2978511,12/20/2022 04:44:00 PM,M,69.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),OTHER ACTION,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAWN,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,LINCOLN AVE,41.9768950984,-87.6922796678,POINT (-87.692279667764 41.976895098405)
O1484505,BICYCLE,288e59809d999dfcfc63d054bdeff2dabe7b8d9c7e475f054a221fc57e4ccbf59d62bdc523c75931d308c6ca5f0042fd8ed4d9a7c27fee24dc44ed800c484e2c,12/19/2022 07:54:00 PM,M,39.0,HELMET NOT USED,WITH TRAFFIC,BIKE LANE,TEST NOT OFFERED,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,66TH ST,41.7733006393,-87.7226862427,POINT (-87.72268624266 41.773300639272)
O1486106,BICYCLE,913472192b768fe6c7d6ea6b5cb60dc2ee234338c2dbf0369f942b93d4a26c4bd8c16d3714529136a4a1cb5b165f2cd740401fe07ca7f4065a44c28ace8a7d00,12/19/2022 07:12:00 PM,M,,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),OTHER ACTION,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,BURLING ST,41.9302770272,-87.6478506117,POINT (-87.647850611697 41.930277027173)
O1484298,BICYCLE,28495acacf42170bff45a0c7785f2a54c913920e02d48e03ecd8e00eafd53b8456ac980fdc67331925f0f2bae153cca571bdfefc2ed6b8850ec946c341265196,12/19/2022 02:30:00 PM,X,,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - NO CONTROLS (AT INTERSECTION),BIKE LANE,,,30,CLEAR,DAWN,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,JACKSON BLVD,41.8782872837,-87.6284025523,POINT (-87.628402552267 41.878287283698)
O1483810,BICYCLE,c4f2955a2a1c7c1d29d21939de2b09cf9fc3c6f1592ef8584306bbbde4f25dc8862b75df666c4b377e798ae43a58da3b7639bd2fe47eb74432e7857fbb30dc0a,12/18/2022 04:30:00 PM,F,19.0,HELMET NOT USED,CROSSING - NO CONTROLS (AT INTERSECTION),IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DUSK,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,79TH ST,41.7506982031,-87.6327745087,POINT (-87.632774508711 41.750698203096)
O1483210,BICYCLE,412cee1edf096f094bd43bdbcfcaf1e253c5c20803bc8e24bc41a611d8a4df7106cfcf2b8665fd2b79212cbf18fc82aed3193c784344ab2e3174ca28a2378789,12/17/2022 06:10:00 PM,M,29.0,HELMET NOT USED,AGAINST TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,CLARK ST,41.9176515007,-87.6357693091,POINT (-87.635769309092 41.917651500701)
O1482345,BICYCLE,9af89f8f6022ef47b6aec550bfbb54e5e73e2ac6831c041b14100378b483f109d4de6621c45ac42b113bfc07077fce29e1f37594eec0b2c70b2b6cdfecb07712,12/16/2022 03:58:00 PM,F,26.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,BIKEWAY,TEST NOT OFFERED,,30,SNOW,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,KEDZIE AVE,41.9365801283,-87.7074044409,POINT (-87.707404440947 41.936580128254)
O1485033,BICYCLE,a7e637698ee91130cf00588b4b50b73076cd12cb2afeaa5fc5c4a0c5d0c5ea7b5e92c9d3c3af2806060b33d6d505231e2166678b7cd9d4069c926bcf00707769,12/16/2022 08:45:00 AM,M,29.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - WITH SIGNAL,UNKNOWN/NA,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,LOOMIS ST,41.8524092963,-87.6613109926,POINT (-87.661310992602 41.852409296276)
O1481843,NON-MOTOR VEHICLE,8266e2295ac36c07dc4236edad281354f5ed020cb237036a59cff999b4a3ce27b2eac67f1400cab3f4db4bcfd7cb2b2012799224cd4392dac3e5093d99c47513,12/15/2022 11:56:00 PM,X,,USAGE UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,TEST NOT OFFERED,,30,FREEZING RAIN/DRIZZLE,"DARKNESS, LIGHTED ROAD",OTHER OBJECT,UNKNOWN,STRAIGHT AND LEVEL,WET,NO INJURY / DRIVE AWAY,HARLEM AVE,41.9324787727,-87.8064058437,POINT (-87.806405843652 41.932478772707)
O1481844,NON-MOTOR VEHICLE,8266e2295ac36c07dc4236edad281354f5ed020cb237036a59cff999b4a3ce27b2eac67f1400cab3f4db4bcfd7cb2b2012799224cd4392dac3e5093d99c47513,12/15/2022 11:56:00 PM,X,,USAGE UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,TEST NOT OFFERED,,30,FREEZING RAIN/DRIZZLE,"DARKNESS, LIGHTED ROAD",OTHER OBJECT,UNKNOWN,STRAIGHT AND LEVEL,WET,NO INJURY / DRIVE AWAY,HARLEM AVE,41.9324787727,-87.8064058437,POINT (-87.806405843652 41.932478772707)
O1481871,BICYCLE,e4cb9d2dfbc8c5b7c2b74fea16127d48f1dcc2787f04675896912d0cbe6b68bff3d298cb147aa8a91bce8226c8745978314f9bda8c7e9924243afb1be05f494d,12/15/2022 10:48:00 PM,M,32.0,HELMET NOT USED,CROSSING - AGAINST SIGNAL,IN ROADWAY,TEST NOT OFFERED,,25,UNKNOWN,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,STATE ST,41.8821176335,-87.6276736122,POINT (-87.627673612189 41.882117633495)
O1481778,BICYCLE,2a93ba38569ac9ebaa61ed56bfdc9c334a935fab936dba0dcd91d7dfb9fc22ee26a672e96d80d78422ec1b383ceef372626d786a0ea2172896491601fe8b0b8d,12/15/2022 07:48:00 PM,M,35.0,HELMET NOT USED,WITH TRAFFIC,BIKE LANE,TEST NOT OFFERED,,35,FREEZING RAIN/DRIZZLE,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,SNOW OR SLUSH,INJURY AND / OR TOW DUE TO CRASH,63RD ST,41.780560497,-87.6026335666,POINT (-87.602633566578 41.780560497004)
O1481602,BICYCLE,0a0ee7db5c92d427cd2f3a52b0a262d61fbc8d55b4b489cadbcd671eeb1e5796de92e3b7d2541f097a3f510c5800d1870d57c21d05e40d6cd737f961def3e0b6,12/15/2022 04:47:00 PM,M,29.0,HELMET NOT USED,NO ACTION,IN CROSSWALK,TEST NOT OFFERED,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,DIVERSEY AVE,41.9318714995,-87.711340287,POINT (-87.711340286964 41.931871499538)
O1481556,BICYCLE,802b9c80fb9627a5b368b1e1004551f1f3849c30b416f13ac49d132a213753b5c5d557b6efd2620733b0b6ba7136af301b792b74ed9524b7b5fc70d88cd36049,12/15/2022 03:35:00 PM,F,57.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,BIKE LANE,TEST NOT OFFERED,,30,RAIN,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,WET,NO INJURY / DRIVE AWAY,BERWYN AVE,41.9775778694,-87.6910152592,POINT (-87.691015259163 41.97757786938)
O1481220,BICYCLE,1056e0a2834a5c6fe7d36fcea436c357dd88ff100eb6b4d656f5b8085cf12335ea739b781cdcda3de7088d2bb2ec09d24f3e4b8a8c6279c3331cd4336a3acd83,12/15/2022 08:05:00 AM,M,57.0,HELMET NOT USED,OTHER ACTION,NOT IN ROADWAY,,,25,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,CHAPPEL AVE,41.7722445066,-87.5750922074,POINT (-87.575092207434 41.772244506641)
O1481011,BICYCLE,666ea806c35c3fcacef7ec6c23c8b2a7bed9704d7174bbd7e11e47f55699b26d92c893a850289b4de2fcfdb0d9564089f2f919bb50e2162300b873943691c73d,12/14/2022 06:57:00 PM,M,28.0,HELMET NOT USED,WITH TRAFFIC,BIKEWAY,TEST NOT OFFERED,,20,RAIN,DARKNESS,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,CLARK ST,41.8885267139,-87.6311913744,POINT (-87.631191374354 41.888526713886)
O1480168,BICYCLE,f3302660051fc27105bf48e7d5ed729488aa74d4255f95a1c2d2abb2f45a947690365349b0fed537a2ff788cf7f2299f40f41745cdc32432d6e8bb93ee7e9b98,12/13/2022 05:00:00 PM,M,17.0,HELMET NOT USED,OTHER ACTION,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,UNKNOWN INTERSECTION TYPE,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,LONG AVE,41.9077131833,-87.7610247261,POINT (-87.761024726141 41.907713183251)
O1479788,BICYCLE,117757e516cae76c6829ef2af3ec5fec2fca885bd64a88e0da950aa42aadcef1a81063dddb60c2cce87a4f92a0b24c6c850de3413f1284b28672404385211e5c,12/13/2022 08:50:00 AM,M,31.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),NO ACTION,BIKE LANE,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,WELLS ST,41.9106267514,-87.6345471582,POINT (-87.634547158195 41.910626751382)
O1479742,NON-MOTOR VEHICLE,2b79c28caed9d2b4190dbf36af0e6096078dc6cc0821693beded9bffd19587805ad1bb7c06dfd0133972b491edcea4681424c2f851beffd6a398ad74ad4e329e,12/13/2022 07:57:00 AM,,,,,,,Y,35,CLEAR,DAYLIGHT,OTHER NONCOLLISION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,STATE ST,41.8394836617,-87.6269569799,POINT (-87.626956979915 41.839483661701)
O1479106,BICYCLE,039b860a8dbbd21fef4f1edb52e5f0e15076e0b978feabcd2aea78b2c9249b18c73c8f6a451ae367dbf4979d3d4fae6371e55b2d87df30eff9d03b35ee14ec2e,12/12/2022 06:13:00 AM,M,29.0,HELMET NOT USED,CROSSING - WITH SIGNAL,BIKE LANE,TEST NOT OFFERED,,30,RAIN,DAWN,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,CHICAGO AVE,41.8959757893,-87.6796255956,POINT (-87.679625595613 41.895975789272)
O1478847,BICYCLE,dfd2f5f182615eb9d0955d9505cc7eb85f97936618d5c233197800ad64872271d6982559ba41fa6d5e6862a2a4b479c97106b8ed426fb7b2d70e7164a63e3311,12/11/2022 05:10:00 PM,M,21.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,SHOULDER,TEST NOT OFFERED,N,30,CLEAR,DARKNESS,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,WELLINGTON AVE,41.9363045601,-87.6589625968,POINT (-87.658962596834 41.936304560064)
O1477591,BICYCLE,ca8c63de0dda8320800c7fab96e83d29fb0e6657f783e7001ff896ab1f45bea41fdb5720b560198cec56ab39dfff4f348ecb31fe260753ef54cd961e6c54e69e,12/09/2022 06:42:00 PM,M,63.0,HELMET NOT USED,AGAINST TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,FREEZING RAIN/DRIZZLE,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO INJURY / DRIVE AWAY,COTTAGE GROVE AVE,41.7694511713,-87.6058302165,POINT (-87.605830216477 41.769451171337)
O1477458,BICYCLE,0966861b4bd177da4ae2e024820eda2967b14d1e321a2719402fc46e760ddad80e43f6de743a080eee65e17d532baaa0389bfcbd224db4c46d1d26f5de1ad21f,12/09/2022 04:43:00 PM,M,31.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,UNKNOWN/NA,TEST NOT OFFERED,,30,RAIN,DARKNESS,PEDALCYCLIST,OTHER,STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,WAYNE AVE,41.9471772011,-87.6629566127,POINT (-87.662956612687 41.947177201074)
O1477311,BICYCLE,c18599514380aebee684b74e5298bc08b99d1cbe9ccc90e9d17668102a7e58e803902ad015ffdeebfabaf6b655e2775ecd7fb04c8b8860bfdf73bbda0e9ab352,12/09/2022 10:24:00 AM,M,,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),TURNING LEFT,IN ROADWAY,TEST NOT OFFERED,,30,RAIN,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO INJURY / DRIVE AWAY,ARMITAGE AVE,41.9176453691,-87.6777408957,POINT (-87.677740895709 41.9176453691)
O1477063,NON-MOTOR VEHICLE,73058ef2c52f8592966747953e997233a89ad1f432fefd9854182375ab1327eee815c9a6a69d5c5fad23a1946ed1679a2f464e4bc413834a208a8f7215335859,12/09/2022 08:40:00 AM,M,,,,,,,10,RAIN,DAYLIGHT,OTHER OBJECT,OTHER,STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,CICERO AVE,41.7893386418,-87.7413525626,POINT (-87.741352562622 41.789338641753)
O1477079,NON-MOTOR VEHICLE,419972753201fcc4a94d99cf38f05b6bfe7cc30f7bede6408ef6466834c1e3da0d89b8fa2ddcc4ac63488ec869ae083e777f9fcf0473b19d734d3e704789b294,12/09/2022 08:00:00 AM,,64.0,,,,,N,5,RAIN,DAWN,OTHER OBJECT,OTHER,STRAIGHT AND LEVEL,WET,NO INJURY / DRIVE AWAY,HAMLIN AVE,41.8492994558,-87.7196641833,POINT (-87.719664183346 41.849299455806)
O1476898,BICYCLE,c286acc39184684eee7739189d25e0eb70182492cd05b5b974180ec510d0db7f65d7e4fd724f9babcd27cb64f550aa18c49dd8d359c9801e87a725d7c8e667b1,12/08/2022 09:55:00 PM,F,31.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),NO ACTION,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,CENTER TURN LANE,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,OGDEN AVE,41.8871705997,-87.6618829685,POINT (-87.661882968521 41.887170599659)
O1476881,BICYCLE,e914782ce1b48db0f06bbccb4da99cc277c02a0fb1bbbaef5317acda2c1407156fc53c9679ee3796b453306ae11aab9b14d6d632cf5d0c4091e76911f3d95e96,12/08/2022 08:56:00 PM,M,43.0,HELMET NOT USED,UNKNOWN/NA,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAWN,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,83RD ST,41.7427166518,-87.6955708873,POINT (-87.695570887263 41.742716651774)
O1476803,BICYCLE,7d7fcb8c71e9a266fff96f52a2ce00c22e40bd24becccdfa8cde8106618efba3335e26e745e1bb7f1d720d9adffc30c772ff94f1fe69899f5d003f65213dc579,12/08/2022 06:00:00 PM,F,,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - WITH SIGNAL,BIKEWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,WASHINGTON ST,41.8831004792,-87.6301472293,POINT (-87.630147229272 41.883100479248)
